Date,Open,High,Low,Close,Adj Close,Volume
1962-02-12,7.420000,7.480000,7.413333,7.426667,0.652581,280000
1962-02-13,7.426667,7.433333,7.306667,7.306667,0.642037,256000
1962-02-14,7.306667,7.333333,7.280000,7.293334,0.640865,208000
1962-02-15,7.293334,7.293334,7.260000,7.266667,0.638523,227200
1962-02-16,7.266667,7.293334,7.260000,7.260000,0.637936,219200
1962-02-19,7.260000,7.293334,7.173333,7.186666,0.631493,280000
1962-02-20,7.190000,7.226666,7.190000,7.190000,0.631785,288000
1962-02-21,7.190000,7.240000,7.136667,7.136667,0.627099,363200
1962-02-23,7.146667,7.173333,7.146667,7.160000,0.629149,288000
1962-02-26,7.160000,7.166667,7.120000,7.133333,0.626806,299200
1962-02-27,7.133333,7.193333,7.093333,7.146667,0.627978,347200
1962-02-28,7.146667,7.160000,7.106667,7.160000,0.629149,267200
1962-03-01,7.186666,7.246666,7.186666,7.246666,0.636765,280000
1962-03-02,7.306667,7.346667,7.306667,7.306667,0.642037,243200
1962-03-05,7.306667,7.306667,7.253334,7.280000,0.639694,360000
1962-03-06,7.280000,7.313334,7.266667,7.286667,0.640280,184000
1962-03-07,7.286667,7.310000,7.266667,7.310000,0.642330,123200
1962-03-08,7.310000,7.326667,7.266667,7.326667,0.643794,184000
1962-03-09,7.333333,7.373333,7.333333,7.373333,0.647895,288000
1962-03-12,7.373333,7.393333,7.346667,7.366667,0.647309,280000
1962-03-13,7.366667,7.366667,7.333333,7.360000,0.646724,123200
1962-03-14,7.360000,7.380000,7.333333,7.346667,0.645552,195200
1962-03-15,7.346667,7.386667,7.333333,7.333333,0.644380,243200
1962-03-16,7.333333,7.366667,7.333333,7.366667,0.647309,160000
1962-03-19,7.380000,7.413333,7.380000,7.386667,0.649067,371200
1962-03-20,7.373333,7.373333,7.340000,7.340000,0.644966,160000
1962-03-21,7.340000,7.360000,7.320000,7.346667,0.645552,256000
1962-03-22,7.320000,7.320000,7.266667,7.266667,0.638523,240000
1962-03-23,7.273334,7.306667,7.273334,7.293334,0.640865,184000
1962-03-26,7.293334,7.320000,7.280000,7.290000,0.640572,131200
1962-03-27,7.273334,7.273334,7.146667,7.153333,0.628564,347200
1962-03-28,7.160000,7.213333,7.160000,7.193333,0.632078,328000
1962-03-29,7.193333,7.226666,7.173333,7.173333,0.630321,227200
1962-03-30,7.160000,7.160000,7.070000,7.103333,0.624170,435200
1962-04-02,7.100000,7.100000,7.006667,7.006667,0.615676,371200
1962-04-03,7.000000,7.000000,6.760000,6.833333,0.600445,912000
1962-04-04,6.833333,6.893333,6.803333,6.803333,0.597809,648000
1962-04-05,6.840000,6.946667,6.840000,6.946667,0.610403,912000
1962-04-06,6.946667,7.000000,6.893333,6.940000,0.609818,432000
1962-04-09,6.940000,6.980000,6.893333,6.946667,0.610403,16000
1962-04-10,6.946667,6.973333,6.906667,6.973333,0.612747,256000
1962-04-11,6.973333,7.026667,6.880000,6.880000,0.604546,528000
1962-04-12,6.880000,6.893333,6.806667,6.806667,0.598102,400000
1962-04-13,6.806667,6.906667,6.800000,6.906667,0.606889,627200
1962-04-16,6.906667,6.953333,6.826667,6.900000,0.606303,507200
1962-04-17,6.900000,6.933333,6.866667,6.933333,0.609232,299200
1962-04-18,6.933333,6.993333,6.913333,6.920000,0.608061,424000
1962-04-19,6.920000,6.946667,6.893333,6.920000,0.608061,387200
1962-04-23,6.920000,6.926667,6.886667,6.913333,0.607475,312000
1962-04-24,6.913333,6.956666,6.900000,6.906667,0.606889,456000
1962-04-25,6.906667,6.933333,6.833333,6.833333,0.600445,459200
1962-04-26,6.826667,6.826667,6.660000,6.660000,0.585215,928000
1962-04-27,6.660000,6.733333,6.400000,6.473333,0.568812,1632000
1962-04-30,6.473333,6.533333,6.000000,6.053333,0.531907,2344000
1962-05-01,6.053333,6.193333,5.733333,6.160000,0.541280,5315200
1962-05-02,6.266667,6.453333,6.266667,6.300000,0.553581,2555200
1962-05-03,6.300000,6.453333,6.253334,6.430000,0.565004,1360000
1962-05-04,6.430000,6.480000,6.366667,6.480000,0.569398,779200
1962-05-07,6.480000,6.530000,6.336667,6.336667,0.556803,827200
1962-05-08,6.328333,6.328333,6.126667,6.126667,0.538435,1032000
1962-05-09,6.126667,6.183333,6.000000,6.013333,0.528475,1600000
1962-05-10,6.013333,6.130000,5.986667,6.040000,0.530819,1907200
1962-05-11,6.040000,6.133333,5.920000,5.946667,0.522616,1896000
1962-05-14,5.946667,6.060000,5.843333,6.060000,0.532576,2728000
1962-05-15,6.060000,6.173333,6.026667,6.026667,0.529647,1683200
1962-05-16,6.026667,6.126667,6.026667,6.093333,0.535506,880000
1962-05-17,6.093333,6.093333,5.960000,5.986667,0.526131,971200
1962-05-18,5.986667,6.020000,5.940000,6.020000,0.529061,731200
1962-05-21,6.020000,6.020000,5.946667,6.000000,0.527303,395200
1962-05-22,5.993333,5.993333,5.800000,5.800000,0.509726,1000000
1962-05-23,5.800000,5.840000,5.536667,5.536667,0.486584,2891200
1962-05-24,5.536667,5.680000,5.306667,5.306667,0.466371,4152000
1962-05-25,5.306667,5.426667,5.173333,5.313334,0.466956,4299200
1962-05-28,5.293334,5.293334,4.733333,4.813334,0.423014,4320000
1962-05-29,4.873333,5.160000,4.873333,5.106667,0.448794,3856000
1962-05-31,5.200000,5.333333,5.200000,5.233333,0.459926,4128000
1962-06-01,5.213333,5.213333,5.103333,5.133333,0.451137,2411200
1962-06-04,5.066667,5.066667,4.800000,4.800000,0.421843,1811200
1962-06-05,4.800000,4.986667,4.706666,4.855000,0.426676,3160000
1962-06-06,4.855000,5.013333,4.826667,4.873333,0.428288,2880000
1962-06-07,4.906667,4.986667,4.906667,4.933333,0.433561,1227200
1962-06-08,4.936666,5.013333,4.936666,4.950000,0.435025,1168000
1962-06-11,4.950000,4.960000,4.780000,4.786667,0.420671,1187200
1962-06-12,4.733333,4.733333,4.468333,4.468333,0.392694,3328000
1962-06-13,4.468333,4.573333,4.296667,4.301667,0.378047,4384000
1962-06-14,4.301667,4.423333,4.000000,4.080000,0.358566,6675200
1962-06-15,4.080000,4.460000,4.006667,4.446667,0.390790,6328000
1962-06-18,4.446667,4.530000,4.233333,4.396667,0.386396,4768000
1962-06-19,4.396667,4.480000,4.346667,4.480000,0.393720,2104000
1962-06-20,4.480000,4.570000,4.373333,4.373333,0.384346,3059200
1962-06-21,4.320000,4.320000,4.203333,4.210000,0.369991,3707200
1962-06-22,4.210000,4.286667,4.140000,4.266667,0.374971,3371200
1962-06-25,4.266667,4.480000,4.206666,4.433333,0.389619,3792000
1962-06-26,4.433333,4.520000,4.266667,4.266667,0.374971,3227200
1962-06-27,4.273334,4.440000,4.273334,4.440000,0.390205,2955200
1962-06-28,4.470000,4.646667,4.470000,4.586667,0.403094,4083200
1962-06-29,4.586667,4.633333,4.510000,4.523334,0.397528,2824000
1962-07-02,4.523334,4.666667,4.513333,4.666667,0.410125,1392000
1962-07-03,4.666667,4.716667,4.640000,4.686666,0.411883,2584000
1962-07-05,4.686666,4.706666,4.650000,4.666667,0.410125,2016000
1962-07-06,4.613333,4.613333,4.560000,4.600000,0.404266,1624000
1962-07-09,4.600000,4.673333,4.546667,4.670000,0.410418,1888000
1962-07-10,4.750000,4.823333,4.750000,4.783333,0.420378,3048000
1962-07-11,4.783333,4.993333,4.763333,4.991667,0.438687,3312000
1962-07-12,5.003334,5.196667,5.003334,5.053333,0.444107,3299200
1962-07-13,5.053333,5.086667,4.966667,5.016667,0.440884,2104000
1962-07-16,5.016667,5.100000,4.966667,5.100000,0.448208,1656000
1962-07-17,5.100000,5.126667,4.933333,4.935000,0.433707,1707200
1962-07-18,4.935000,4.960000,4.826667,4.870000,0.427995,2435200
1962-07-19,4.896667,5.013333,4.896667,4.900000,0.430631,2195200
1962-07-20,4.913333,4.986667,4.913333,4.960000,0.435904,675200
1962-07-23,4.960000,5.026667,4.953333,4.973333,0.437076,840000
1962-07-24,4.946667,4.946667,4.843333,4.843333,0.425651,888000
1962-07-25,4.843333,4.913333,4.783333,4.900000,0.430631,1875200
1962-07-26,4.923333,4.973333,4.923333,4.926667,0.432975,947200
1962-07-27,4.926667,5.011667,4.923333,5.011667,0.440444,947200
1962-07-30,5.043334,5.165000,5.043334,5.165000,0.453921,2848000
1962-07-31,5.165000,5.246666,5.160000,5.160000,0.453481,2771200
1962-08-01,5.146667,5.146667,5.016667,5.016667,0.440884,1216000
1962-08-02,5.020000,5.143333,5.020000,5.143333,0.452016,1488000
1962-08-03,5.143333,5.166667,5.093333,5.133333,0.451137,947200
1962-08-06,5.133333,5.153333,5.060000,5.066667,0.445278,6603200
1962-08-07,5.061666,5.061666,4.976666,4.976666,0.437455,915200
1962-08-08,4.976666,5.106667,4.940000,5.090000,0.447417,1576000
1962-08-09,5.086667,5.086667,5.001667,5.020000,0.441264,1288000
1962-08-10,5.020000,5.063334,5.001667,5.010000,0.440385,976000
1962-08-13,5.013333,5.063334,5.013333,5.050000,0.443901,1019200
1962-08-14,5.050000,5.146667,5.041667,5.146667,0.452399,1896000
1962-08-15,5.153333,5.256667,5.153333,5.153333,0.452984,2344000
1962-08-16,5.153333,5.236667,5.143333,5.150000,0.452692,1272000
1962-08-17,5.150000,5.220000,5.146667,5.193333,0.456500,888000
1962-08-20,5.220000,5.296667,5.220000,5.250000,0.461482,1803200
1962-08-21,5.250000,5.306667,5.226666,5.236667,0.460309,1296000
1962-08-22,5.246666,5.486667,5.246666,5.453333,0.479355,3304000
1962-08-23,5.453333,5.530000,5.430000,5.473333,0.481113,2920000
1962-08-24,5.473333,5.480000,5.433333,5.453333,0.479355,1248000
1962-08-27,5.453333,5.490000,5.433333,5.440000,0.478183,912000
1962-08-28,5.436666,5.436666,5.246666,5.246666,0.461188,2747200
1962-08-29,5.246666,5.280000,5.176667,5.213333,0.458259,2520000
1962-08-30,5.213333,5.260000,5.160000,5.170000,0.454449,947200
1962-08-31,5.180000,5.303333,5.180000,5.283333,0.464411,1227200
1962-09-04,5.283333,5.353333,5.146667,5.166667,0.454157,1624000
1962-09-05,5.166667,5.226666,5.086667,5.106667,0.448882,2248000
1962-09-06,5.106667,5.185000,5.080000,5.173333,0.454742,1811200
1962-09-07,5.173333,5.211667,5.096667,5.096667,0.448003,1320000
1962-09-10,5.096667,5.156667,5.033333,5.123333,0.450347,1803200
1962-09-11,5.123333,5.170000,5.080000,5.093333,0.447711,1539200
1962-09-12,5.100000,5.153333,5.100000,5.115000,0.449615,1299200
1962-09-13,5.115000,5.153333,5.111667,5.113333,0.449468,843200
1962-09-14,5.113333,5.186666,5.106667,5.176667,0.455035,1091200
1962-09-17,5.186666,5.276667,5.186666,5.266667,0.462947,1456000
1962-09-18,5.266667,5.331666,5.220000,5.226666,0.459431,2280000
1962-09-19,5.226666,5.246666,5.150000,5.150000,0.452692,1467200
1962-09-20,5.150000,5.193333,5.096667,5.103333,0.448589,880000
1962-09-21,5.100000,5.100000,5.006667,5.023334,0.441557,2136000
1962-09-24,4.966667,4.966667,4.823333,4.826667,0.424270,2619200
1962-09-25,4.826667,4.923333,4.786667,4.923333,0.432767,2440000
1962-09-26,4.923333,4.930000,4.740000,4.740000,0.416652,2051200
1962-09-27,4.740000,4.796667,4.646667,4.666667,0.410206,2880000
1962-09-28,4.670000,4.753334,4.670000,4.713333,0.414308,1416000
1962-10-01,4.713333,4.713333,4.536667,4.538333,0.398925,1848000
1962-10-02,4.576667,4.683333,4.576667,4.671667,0.410645,2832000
1962-10-03,4.671667,4.746666,4.626667,4.646667,0.408448,1800000
1962-10-04,4.646667,4.773334,4.626667,4.770000,0.419289,1299200
1962-10-05,4.770000,4.825000,4.736667,4.803333,0.422219,1739200
1962-10-08,4.803333,4.820000,4.786667,4.796667,0.421633,635200
1962-10-09,4.813334,4.900000,4.813334,4.883333,0.429251,1179200
1962-10-10,4.883333,4.956666,4.763333,4.788333,0.420900,1811200
1962-10-11,4.788333,4.846667,4.736667,4.746666,0.417238,1360000
1962-10-12,4.746666,4.756667,4.693333,4.736667,0.416359,1035200
1962-10-15,4.760000,4.893333,4.760000,4.893333,0.430130,928000
1962-10-16,4.893333,4.913333,4.766667,4.766667,0.418996,1259200
1962-10-17,4.766667,4.866667,4.740000,4.820000,0.423684,1379200
1962-10-18,4.820000,4.853333,4.735000,4.735000,0.416212,976000
1962-10-19,4.735000,4.746666,4.640000,4.641667,0.408008,2368000
1962-10-22,4.598333,4.598333,4.516667,4.573333,0.402002,2739200
1962-10-23,4.573333,4.573333,4.400000,4.400000,0.386765,2520000
1962-10-24,4.400000,4.533333,4.293334,4.533333,0.398486,3688000
1962-10-25,4.533333,4.540000,4.426667,4.513333,0.396728,2675200
1962-10-26,4.493333,4.493333,4.390000,4.420000,0.388524,1547200
1962-10-29,4.506667,4.596667,4.506667,4.593333,0.403760,3520000
1962-10-30,4.593333,4.693333,4.548333,4.690000,0.412257,2643200
1962-10-31,4.680000,4.680000,4.590000,4.613333,0.405518,1176000
1962-11-01,4.613333,4.693333,4.560000,4.693333,0.412550,1992000
1962-11-02,4.693333,4.931667,4.626667,4.763333,0.418703,3131200
1962-11-05,4.790000,4.856667,4.790000,4.820000,0.423773,1728000
1962-11-07,4.820000,4.886667,4.746666,4.816667,0.423480,1744000
1962-11-08,4.816667,4.866667,4.736667,4.736667,0.416446,1272000
1962-11-09,4.760000,4.820000,4.760000,4.816667,0.423480,1096000
1962-11-12,4.873333,4.986667,4.873333,4.980000,0.437840,2171200
1962-11-13,4.980000,5.006667,4.890000,4.890000,0.429927,2112000
1962-11-14,4.896667,5.006667,4.896667,4.993333,0.439012,1840000
1962-11-15,4.993333,5.058333,4.966667,4.966667,0.436668,2080000
1962-11-16,4.966667,5.046667,4.920000,5.046667,0.443701,1499200
1962-11-19,5.046667,5.046667,4.960000,4.960000,0.436082,936000
1962-11-20,4.986667,5.045000,4.986667,5.018333,0.441210,1120000
1962-11-21,5.018333,5.063334,4.993333,5.030000,0.442236,1595200
1962-11-23,5.030000,5.173333,5.003334,5.173333,0.454838,2763200
1962-11-26,5.173333,5.263333,5.153333,5.183333,0.455717,2139200
1962-11-27,5.183333,5.276667,5.153333,5.263333,0.462750,1728000
1962-11-28,5.273334,5.346667,5.273334,5.300000,0.465974,2656000
1962-11-29,5.300000,5.346667,5.290000,5.346667,0.470077,1752000
1962-11-30,5.346667,5.356667,5.296667,5.313334,0.467147,1299200
1962-12-03,5.260000,5.260000,5.203333,5.220000,0.458941,1288000
1962-12-04,5.233333,5.345000,5.233333,5.336667,0.469198,1755200
1962-12-05,5.336667,5.413333,5.316667,5.316667,0.467440,2139200
1962-12-06,5.316667,5.383333,5.306667,5.313334,0.467147,1384000
1962-12-07,5.313334,5.370000,5.300000,5.300000,0.465974,1115200
1962-12-10,5.300000,5.343333,5.186666,5.186666,0.456010,1475200
1962-12-11,5.186666,5.233333,5.150000,5.166667,0.454252,1128000
1962-12-12,5.193333,5.260000,5.193333,5.250000,0.461578,768000
1962-12-13,5.250000,5.276667,5.166667,5.173333,0.454838,1120000
1962-12-14,5.173333,5.210000,5.140000,5.193333,0.456596,995200
1962-12-17,5.193333,5.226666,5.120000,5.133333,0.451321,904000
1962-12-18,5.133333,5.176667,5.086667,5.096667,0.448097,875200
1962-12-19,5.096667,5.233333,5.096667,5.228333,0.459673,963200
1962-12-20,5.228333,5.293334,5.228333,5.228333,0.459673,1272000
1962-12-21,5.228333,5.246666,5.136667,5.136667,0.451614,899200
1962-12-24,5.171667,5.253334,5.171667,5.253334,0.461871,675200
1962-12-26,5.253334,5.293334,5.230000,5.250000,0.461578,723200
1962-12-27,5.250000,5.276667,5.193333,5.213333,0.458355,784000
1962-12-28,5.213333,5.240000,5.206666,5.233333,0.460113,579200
1962-12-31,5.233333,5.263333,5.193333,5.200000,0.457183,1048000
1963-01-02,5.200000,5.200000,5.123333,5.130000,0.451028,2387200
1963-01-03,5.140000,5.286667,5.140000,5.286667,0.464802,1120000
1963-01-04,5.293334,5.343333,5.293334,5.293334,0.465388,1536000
1963-01-07,5.293334,5.343333,5.240000,5.250000,0.461578,880000
1963-01-08,5.293334,5.380000,5.293334,5.380000,0.473008,1803200
1963-01-09,5.380000,5.433333,5.350000,5.383333,0.473301,1907200
1963-01-10,5.396667,5.453333,5.396667,5.420000,0.476524,1547200
1963-01-11,5.420000,5.436666,5.386667,5.436666,0.477990,1347200
1963-01-14,5.436666,5.530000,5.436666,5.523334,0.485610,2472000
1963-01-15,5.523334,5.573333,5.500000,5.533333,0.486489,2080000
1963-01-16,5.526667,5.526667,5.426667,5.446667,0.478869,1264000
1963-01-17,5.456666,5.530000,5.456666,5.516667,0.485024,1211200
1963-01-18,5.516667,5.540000,5.473333,5.500000,0.483558,851200
1963-01-21,5.500000,5.520000,5.446667,5.520000,0.485317,875200
1963-01-22,5.520000,5.583333,5.520000,5.530000,0.486196,928000
1963-01-23,5.530000,5.553333,5.513333,5.523334,0.485610,659200
1963-01-24,5.523334,5.580000,5.520000,5.546667,0.487661,928000
1963-01-25,5.546667,5.580000,5.520000,5.580000,0.490592,696000
1963-01-28,5.596667,5.660000,5.596667,5.660000,0.497625,1587200
1963-01-29,5.660000,5.660000,5.620000,5.623333,0.494402,736000
1963-01-30,5.623333,5.630000,5.573333,5.593333,0.491764,720000
1963-01-31,5.593333,5.653333,5.573333,5.650000,0.496746,995200
1963-02-01,5.650000,5.665000,5.640000,5.650000,0.496746,539200
1963-02-04,5.650000,5.656667,5.596667,5.603333,0.492643,627200
1963-02-05,5.603333,5.623333,5.566667,5.613333,0.493640,760000
1963-02-06,5.613333,5.650000,5.576667,5.576667,0.490415,699200
1963-02-07,5.586667,5.633333,5.586667,5.586667,0.491295,648000
1963-02-08,5.586667,5.620000,5.573333,5.600000,0.492467,600000
1963-02-11,5.600000,5.610000,5.570000,5.570000,0.489829,456000
1963-02-12,5.570000,5.580000,5.510000,5.580000,0.490708,912000
1963-02-13,5.580000,5.600000,5.566667,5.566667,0.489536,627200
1963-02-14,5.568333,5.610000,5.568333,5.570000,0.489829,840000
1963-02-15,5.570000,5.596667,5.566667,5.583333,0.491002,568000
1963-02-18,5.583333,5.593333,5.570000,5.571667,0.489976,448000
1963-02-19,5.571667,5.576667,5.523334,5.526667,0.486018,760000
1963-02-20,5.513333,5.513333,5.460000,5.480000,0.481914,899200
1963-02-21,5.480000,5.480000,5.413333,5.470000,0.481035,840000
1963-02-25,5.466667,5.466667,5.386667,5.386667,0.473707,603200
1963-02-26,5.386667,5.456666,5.370000,5.423333,0.476931,808000
1963-02-27,5.423333,5.455000,5.400000,5.403333,0.475172,435200
1963-02-28,5.403333,5.406667,5.320000,5.330000,0.468723,1120000
1963-03-01,5.330000,5.380000,5.296667,5.296667,0.465792,1024000
1963-03-04,5.333333,5.393333,5.333333,5.380000,0.473121,747200
1963-03-05,5.380000,5.380000,5.353333,5.356667,0.471068,456000
1963-03-06,5.356667,5.398334,5.336667,5.398334,0.474733,419200
1963-03-07,5.420000,5.463333,5.420000,5.450000,0.479276,720000
1963-03-08,5.450000,5.463333,5.426667,5.446667,0.478983,395200
1963-03-11,5.446667,5.476666,5.440000,5.443333,0.478690,483200
1963-03-12,5.443333,5.463333,5.430000,5.440000,0.478397,347200
1963-03-13,5.440000,5.470000,5.440000,5.450000,0.479276,456000
1963-03-14,5.450000,5.513333,5.433333,5.466667,0.480742,587200
1963-03-15,5.466667,5.516667,5.446667,5.510000,0.484553,507200
1963-03-18,5.510000,5.540000,5.456666,5.460000,0.480155,459200
1963-03-19,5.460000,5.480000,5.446667,5.466667,0.480742,408000
1963-03-20,5.473333,5.536667,5.473333,5.520000,0.485432,491200
1963-03-21,5.520000,5.533333,5.480000,5.483333,0.482207,792000
1963-03-22,5.483333,5.530000,5.480000,5.523334,0.485725,424000
1963-03-25,5.523334,5.540000,5.513333,5.513333,0.484845,480000
1963-03-26,5.520000,5.573333,5.520000,5.550000,0.488070,808000
1963-03-27,5.570000,5.613333,5.570000,5.613333,0.493640,843200
1963-03-28,5.613333,5.643333,5.600000,5.610000,0.493347,819200
1963-03-29,5.610000,5.630000,5.600000,5.613333,0.493640,480000
1963-04-01,5.613333,5.623333,5.603333,5.613333,0.493640,675200
1963-04-02,5.613333,5.630000,5.566667,5.566667,0.489536,555200
1963-04-03,5.573333,5.636667,5.573333,5.630000,0.495105,515200
1963-04-04,5.666667,5.731667,5.666667,5.718333,0.502873,1296000
1963-04-05,5.730000,5.893333,5.730000,5.893333,0.518263,1595200
1963-04-08,5.930000,6.010000,5.930000,5.995000,0.527204,1587200
1963-04-09,5.995000,6.006667,5.906667,5.930000,0.521488,1235200
1963-04-10,5.930000,5.943333,5.826667,5.898334,0.518703,928000
1963-04-11,5.898334,5.993333,5.870000,5.950000,0.523246,1275200
1963-04-15,5.950000,5.986667,5.906667,5.946667,0.522953,827200
1963-04-16,5.946667,5.963333,5.903333,5.903333,0.519142,648000
1963-04-17,5.903333,5.916667,5.860000,5.873333,0.516504,480000
1963-04-18,5.873333,5.920000,5.873333,5.873333,0.516504,288000
1963-04-19,5.906667,6.000000,5.906667,6.000000,0.527644,760000
1963-04-22,6.040000,6.123333,6.040000,6.093333,0.535851,1128000
1963-04-23,6.093333,6.146667,6.073333,6.146667,0.540541,840000
1963-04-24,6.156667,6.220000,6.156667,6.166667,0.542300,851200
1963-04-25,6.166667,6.200000,6.133333,6.195000,0.544792,696000
1963-04-26,6.195000,6.266667,6.166667,6.266667,0.551094,635200
1963-04-29,6.266667,6.326667,6.220000,6.246666,0.549335,520000
1963-04-30,6.246666,6.280000,6.160000,6.183333,0.543766,867200
1963-05-01,6.183333,6.246666,6.163333,6.200000,0.545232,600000
1963-05-02,6.203333,6.256667,6.203333,6.250000,0.549628,363200
1963-05-03,6.250000,6.251667,6.206666,6.206666,0.545818,304000
1963-05-06,6.196667,6.196667,6.110000,6.110000,0.537317,587200
1963-05-07,6.110000,6.163333,6.100000,6.137083,0.539816,539200
1963-05-08,6.150000,6.266667,6.150000,6.266667,0.551214,736000
1963-05-09,6.266667,6.340000,6.266667,6.273334,0.551801,1120000
1963-05-10,6.273334,6.333333,6.236667,6.333333,0.557078,467200
1963-05-13,6.330000,6.330000,6.270000,6.283333,0.552680,376000
1963-05-14,6.283333,6.300000,6.253334,6.273334,0.551801,448000
1963-05-15,6.273334,6.310000,6.273334,6.293334,0.553560,520000
1963-05-16,6.293334,6.320000,6.253334,6.266667,0.551214,448000
1963-05-17,6.266667,6.326667,6.216667,6.226666,0.547696,456000
1963-05-20,6.226666,6.246666,6.170000,6.170000,0.542711,432000
1963-05-21,6.170000,6.226666,6.160000,6.226666,0.547696,515200
1963-05-22,6.226666,6.320000,6.206666,6.213333,0.546524,336000
1963-05-23,6.213333,6.240000,6.193333,6.193333,0.544764,328000
1963-05-24,6.193333,6.230000,6.160000,6.173333,0.543004,288000
1963-05-27,6.166667,6.166667,6.106667,6.106667,0.537141,456000
1963-05-28,6.130000,6.183333,6.130000,6.133333,0.539486,448000
1963-05-29,6.173333,6.266667,6.173333,6.266667,0.551214,552000
1963-05-31,6.293334,6.380000,6.293334,6.363333,0.559717,1067200
1963-06-03,6.363333,6.383333,6.310000,6.310000,0.555026,843200
1963-06-04,6.310000,6.363333,6.293334,6.320000,0.555906,579200
1963-06-05,6.320000,6.346667,6.260000,6.266667,0.551214,491200
1963-06-06,6.266667,6.293334,6.240000,6.266667,0.551214,288000
1963-06-07,6.266667,6.273334,6.236667,6.243333,0.549162,360000
1963-06-10,6.243333,6.243333,6.160000,6.163333,0.542125,659200
1963-06-11,6.173333,6.236667,6.173333,6.200000,0.545350,275200
1963-06-12,6.200000,6.260000,6.173333,6.243333,0.549162,552000
1963-06-13,6.243333,6.320000,6.160000,6.180000,0.543591,448000
1963-06-14,6.180000,6.210000,6.160000,6.176667,0.543298,336000
1963-06-17,6.176667,6.180000,6.113333,6.123333,0.538607,424000
1963-06-18,6.123333,6.180000,6.113333,6.113333,0.537727,528000
1963-06-19,6.113333,6.130000,6.086667,6.093333,0.535968,648000
1963-06-20,6.093333,6.093333,6.003334,6.063334,0.533329,1179200
1963-06-21,6.066667,6.090000,6.066667,6.073333,0.534209,544000
1963-06-24,6.073333,6.096667,5.986667,5.986667,0.526586,779200
1963-06-25,5.986667,6.060000,5.946667,5.956666,0.523947,672000
1963-06-26,5.956666,5.960000,5.850000,5.850000,0.514564,1240000
1963-06-27,5.850000,5.896667,5.760000,5.790000,0.509286,1360000
1963-06-28,5.806667,5.843333,5.806667,5.816667,0.511632,648000
1963-07-01,5.816667,5.816667,5.680000,5.686666,0.500197,1488000
1963-07-02,5.713333,5.846667,5.713333,5.846667,0.514271,1168000
1963-07-03,5.856667,5.906667,5.856667,5.890000,0.518083,1024000
1963-07-05,5.896667,5.933333,5.896667,5.933333,0.521894,448000
1963-07-08,5.920000,5.920000,5.806667,5.813334,0.511339,600000
1963-07-09,5.813334,5.910000,5.790000,5.878334,0.517056,648000
1963-07-10,5.866667,5.866667,5.803333,5.826667,0.512512,640000
1963-07-11,5.826667,5.866667,5.786667,5.786667,0.508994,611200
1963-07-12,5.786667,5.820000,5.753334,5.753334,0.506061,568000
1963-07-15,5.753334,5.786667,5.721667,5.766667,0.507234,808000
1963-07-16,5.766667,5.810000,5.763333,5.803333,0.510460,792000
1963-07-17,5.803333,5.860000,5.756667,5.773334,0.507821,808000
1963-07-18,5.773334,5.796667,5.726666,5.726666,0.503716,904000
1963-07-19,5.726666,5.740000,5.706666,5.723333,0.503423,707200
1963-07-22,5.723333,5.740000,5.686666,5.706666,0.501957,600000
1963-07-23,5.706666,5.766667,5.690000,5.690000,0.500491,840000
